Date,Time,Day of the Week,Origin,Destination,Route,Weather Conditions,Accident Reports,Traffic Intensity,Distance
2025-03-07,03:23:28,Friday,Nhà thờ Chợ Lớn,Trường Tiểu học Chợ Lớn,Đường Đồng Khởi,Cloudy,2,10,7.02
2025-03-15,01:52:28,Saturday,Trung tâm Văn hóa Chợ Lớn,Cửa hàng Điện máy X,Đường Đồng Khởi,Rainy,3,28,5.35
2025-03-07,21:25:28,Friday,Trung tâm Văn hóa Chợ Lớn,Trường Trung học Chợ Lớn,Đường Lê Lợi,Rainy,2,18,3.16
2025-03-14,04:36:28,Friday,Bảo tàng Quận 5,Cửa hàng Điện máy X,Đường Nguyễn Văn Quá,Sunny,0,10,1.88
2025-03-11,22:32:28,Tuesday,Bảo tàng Quận 5,Chợ Bình Đông,Đường Nguyễn Văn Quá,Cloudy,1,18,2.47
2025-03-25,20:53:28,Tuesday,Trung tâm Văn hóa Dân gian,Trường Tiểu học Chợ Lớn,Đường Bạch Đằng,Cloudy,1,32,8.81
2025-03-06,17:51:28,Thursday,Nhà thờ Chợ Lớn,Đền Vua,Đường Lê Lợi,Rainy,1,40,5.05
2025-03-09,13:35:28,Sunday,Trung tâm Văn hóa Dân gian,Trạm xe buýt Quận 5,Đường Trần Hưng Đạo,Cloudy,0,25,2.09
2025-03-16,01:17:28,Sunday,Trung tâm Thương Mại Chợ Lớn,Cửa hàng Điện máy X,Đường Cái Vạn,Sunny,0,9,4.16
2025-03-01,03:08:28,Saturday,Trung tâm Y tế Quận 5,Trạm xe buýt Quận 5,Đường Nguyễn Văn Quá,Sunny,0,39,7.29
2025-03-17,22:19:28,Monday,Cửa hàng Điện máy X,Trung tâm Thương Mại Chợ Lớn,Đường Pasteur,Cloudy,1,21,3.67
2025-03-21,09:19:28,Friday,Chợ Bình Đông,Trung tâm Văn hóa Dân gian,Đường 3/2,Sunny,0,19,5.24
2025-03-06,17:51:28,Thursday,Ngã tư Lê Văn Sỹ,Chợ Bình Đông,Đường 3/2,Sunny,1,33,5.67
2025-03-19,23:20:28,Wednesday,Trường Tiểu học Chợ Lớn,Sân vận động Quận 5,Đường 3/2,Sunny,3,16,4.91
2025-02-25,13:47:28,Tuesday,Bảo tàng Quận 5,Trường Tiểu học Chợ Lớn,Đường Lý Tự Trọng,Sunny,0,9,4.87
2025-02-27,04:54:28,Thursday,Bảo tàng Quận 5,Bệnh viện Quận 5,Đường Trường Chinh,Rainy,2,24,5.23
2025-02-24,16:58:28,Monday,Bưu điện Chợ Lớn,Đền Vua,Đường Đồng Khởi,Cloudy,0,65,4.06
2025-03-18,10:58:28,Tuesday,Trạm xe buýt Quận 5,Chợ Bình Tây,Đường Đồng Khởi,Rainy,3,3,6.08
2025-03-14,02:48:28,Friday,Đền Vua,Cửa hàng Điện máy X,Đường Lê Lợi,Sunny,2,11,6.21
2025-03-02,02:19:28,Sunday,Trường Trung học Chợ Lớn,Trung tâm Y tế Quận 5,Đường Trường Chinh,Sunny,2,20,7.17
2025-03-10,01:51:28,Monday,Sân vận động Quận 5,Trung tâm Y tế Quận 5,Đường Nguyễn Văn Quá,Sunny,0,46,1.98
2025-03-09,04:09:28,Sunday,Trung tâm Văn hóa Chợ Lớn,Cửa hàng Điện máy X,Đường Tô Hiệu,Cloudy,2,19,3.98
2025-03-14,04:59:28,Friday,Trường Trung học Chợ Lớn,Công viên District 5,Đường Trường Chinh,Sunny,2,14,6.14
2025-03-05,05:26:28,Wednesday,Siêu thị Big C District 5,Bưu điện Chợ Lớn,Đường Lý Tự Trọng,Sunny,2,11,8.05
2025-03-23,03:35:28,Sunday,Cửa hàng Điện máy X,Trường Trung học Chợ Lớn,Đường Cái Vạn,Sunny,1,18,5.33
2025-03-22,14:01:28,Saturday,Đền Vua,Ngã tư Lê Văn Sỹ,Đường Tô Hiệu,Cloudy,1,25,6.16
2025-03-01,12:30:28,Saturday,Bệnh viện Quận 5,Trung tâm Văn hóa Dân gian,Đường Bạch Đằng,Rainy,1,24,6.07
2025-03-09,19:37:28,Sunday,Cửa hàng Điện máy X,Sân vận động Quận 5,Đường 3/2,Cloudy,0,21,11.67
2025-03-17,01:41:28,Monday,Chợ Bình Tây,Trung tâm Văn hóa Dân gian,Đường Nguyễn Văn Linh,Rainy,2,16,3.4
2025-03-06,17:24:28,Thursday,Trường Tiểu học Chợ Lớn,Nhà thờ Chợ Lớn,Đường Lê Lợi,Cloudy,1,25,4.12
2025-02-26,00:25:28,Wednesday,Bưu điện Chợ Lớn,Trung tâm Y tế Quận 5,Đường 3/2,Sunny,0,10,4.85
2025-03-22,12:27:28,Saturday,Chợ Bình Tây,Bưu điện Chợ Lớn,Đường Lê Văn Sỹ,Cloudy,0,55,3.17
2025-03-07,18:12:28,Friday,Cửa hàng Điện máy X,Siêu thị Big C District 5,Đường Cách Mạng Tháng Tám,Cloudy,2,21,1.98
2025-02-26,01:32:28,Wednesday,Chợ Bình Đông,Trường Tiểu học Chợ Lớn,Đường Lê Lợi,Sunny,1,19,2.41
2025-03-08,21:31:28,Saturday,Trường Tiểu học Chợ Lớn,Bảo tàng Quận 5,Đường Lý Thường Kiệt,Cloudy,2,44,6.03
2025-03-18,11:02:28,Tuesday,Trường Tiểu học Chợ Lớn,Đền Vua,Đường Đồng Khởi,Cloudy,2,43,2.0
2025-03-09,07:56:28,Sunday,Đền Bà Thiên Hậu,Cửa hàng Điện máy X,Đường Đồng Khởi,Cloudy,1,5,2.85
2025-03-08,14:18:28,Saturday,Chợ Bình Đông,Đền Bà Thiên Hậu,Đường 3/2,Rainy,1,2,5.27
2025-03-18,23:42:28,Tuesday,Siêu thị Big C District 5,Trường Tiểu học Chợ Lớn,Đường Cái Vạn,Sunny,1,12,2.47
2025-03-07,22:44:28,Friday,Trạm xe buýt Quận 5,Chợ Bình Đông,Đường 3/2,Sunny,3,32,6.48
2025-03-09,09:33:28,Sunday,Cửa hàng Điện máy X,Chợ Bình Đông,Đường Trường Chinh,Sunny,0,9,4.85
2025-03-10,16:49:28,Monday,Bệnh viện Quận 5,Đền Bà Thiên Hậu,Đường Nguyễn Văn Quá,Cloudy,3,32,6.99
2025-03-15,12:15:28,Saturday,Trung tâm Văn hóa Dân gian,Bưu điện Chợ Lớn,Đường Lê Văn Sỹ,Rainy,0,29,1.93
2025-02-26,00:33:28,Wednesday,Chợ Bình Đông,Siêu thị Big C District 5,Đường Pasteur,Sunny,0,36,5.31
2025-03-09,19:27:28,Sunday,Trung tâm Văn hóa Chợ Lớn,Bưu điện Chợ Lớn,Đường Tô Hiệu,Cloudy,2,9,0.98
2025-03-08,06:08:28,Saturday,Ngã tư Lê Văn Sỹ,Nhà thờ Chợ Lớn,Đường Cách Mạng Tháng Tám,Cloudy,1,44,3.21
2025-03-03,14:51:28,Monday,Đền Bà Thiên Hậu,Trường Tiểu học Chợ Lớn,Đường Trần Hưng Đạo,Sunny,0,34,7.63
2025-03-15,21:15:28,Saturday,Đền Bà Thiên Hậu,Bảo tàng Quận 5,Đường Pasteur,Stormy,2,14,5.73
2025-02-28,21:34:28,Friday,Bảo tàng Quận 5,Cửa hàng Điện máy X,Đường 3/2,Sunny,1,22,7.11
2025-03-21,06:13:28,Friday,Trung tâm Y tế Quận 5,Đền Bà Thiên Hậu,Đường 3/2,Sunny,1,36,5.96
2025-03-18,09:25:28,Tuesday,Bưu điện Chợ Lớn,Chợ Bình Đông,Đường Trường Chinh,Sunny,0,6,2.31
2025-03-05,18:34:28,Wednesday,Trung tâm Văn hóa Chợ Lớn,Bưu điện Chợ Lớn,Đường Pasteur,Cloudy,0,35,4.11
2025-02-25,06:15:28,Tuesday,Trung tâm Văn hóa Chợ Lớn,Trường Trung học Chợ Lớn,Đường Lý Thường Kiệt,Sunny,1,54,4.72
2025-02-24,17:14:28,Monday,Bệnh viện Quận 5,Ngã tư Lê Văn Sỹ,Đường Đồng Khởi,Rainy,0,33,3.21
2025-02-28,12:56:28,Friday,Trường Trung học Chợ Lớn,Chợ Bình Đông,Đường 3/2,Sunny,1,21,1.46
2025-03-20,19:23:28,Thursday,Sân vận động Quận 5,Trường Trung học Chợ Lớn,Đường Trần Hưng Đạo,Sunny,1,24,3.33
2025-03-18,13:49:28,Tuesday,Chợ Bình Đông,Siêu thị Big C District 5,Đường Lê Lợi,Stormy,1,6,4.59
2025-03-18,04:55:28,Tuesday,Ngã tư Lê Văn Sỹ,Công viên District 5,Đường Lý Tự Trọng,Sunny,1,19,4.7
2025-03-16,00:47:28,Sunday,Trường Tiểu học Chợ Lớn,Siêu thị Big C District 5,Đường 3/2,Sunny,1,21,6.49
2025-02-28,03:34:28,Friday,Đền Bà Thiên Hậu,Bảo tàng Quận 5,Đường Cách Mạng Tháng Tám,Cloudy,1,36,5.57
2025-03-01,13:59:28,Saturday,Trung tâm Y tế Quận 5,Bưu điện Chợ Lớn,Đường Trường Chinh,Cloudy,1,25,3.73
2025-03-09,13:12:28,Sunday,Bệnh viện Quận 5,Trung tâm Thương Mại Chợ Lớn,Đường Nguyễn Văn Linh,Sunny,1,40,7.76
2025-03-12,09:01:28,Wednesday,Trường Trung học Chợ Lớn,Đền Bà Thiên Hậu,Đường 3/2,Cloudy,2,20,6.53
2025-02-28,06:32:28,Friday,Nhà thờ Chợ Lớn,Trường Tiểu học Chợ Lớn,Đường Trần Hưng Đạo,Sunny,0,52,5.3
2025-03-23,16:24:28,Sunday,Trung tâm Văn hóa Dân gian,Bệnh viện Quận 5,Đường Lê Văn Sỹ,Sunny,1,22,6.66
2025-03-21,10:57:28,Friday,Đền Vua,Công viên District 5,Đường Trần Hưng Đạo,Sunny,0,52,6.91
2025-03-11,05:31:28,Tuesday,Bệnh viện Quận 5,Bảo tàng Quận 5,Đường Bạch Đằng,Sunny,1,33,7.13
2025-02-27,22:30:28,Thursday,Chợ Bình Tây,Trung tâm Văn hóa Chợ Lớn,Đường Nguyễn Văn Linh,Sunny,0,29,6.1
2025-03-18,15:59:28,Tuesday,Chợ Bình Đông,Sân vận động Quận 5,Đường Pasteur,Cloudy,1,14,3.47
2025-03-24,10:43:28,Monday,Đền Vua,Ngã tư Lê Văn Sỹ,Đường Đồng Khởi,Rainy,0,66,9.21
2025-03-12,20:32:28,Wednesday,Trung tâm Văn hóa Dân gian,Trung tâm Y tế Quận 5,Đường Pasteur,Sunny,1,33,2.75
2025-03-22,11:21:28,Saturday,Siêu thị Big C District 5,Trung tâm Thương Mại Chợ Lớn,Đường Cái Vạn,Sunny,2,43,1.43
2025-03-01,08:16:28,Saturday,Cửa hàng Điện máy X,Nhà thờ Chợ Lớn,Đường Lê Văn Sỹ,Sunny,1,20,6.54
2025-03-14,19:30:28,Friday,Trường Tiểu học Chợ Lớn,Công viên District 5,Đường Trần Hưng Đạo,Cloudy,2,38,8.59
2025-03-10,00:06:28,Monday,Trung tâm Văn hóa Chợ Lớn,Bệnh viện Quận 5,Đường Lý Tự Trọng,Cloudy,1,48,1.61
2025-02-28,10:55:28,Friday,Sân vận động Quận 5,Trung tâm Văn hóa Chợ Lớn,Đường Lê Văn Sỹ,Sunny,2,50,5.38
2025-03-26,06:13:28,Wednesday,Công viên District 5,Trung tâm Y tế Quận 5,Đường Trần Hưng Đạo,Sunny,3,60,3.35
2025-03-13,22:37:28,Thursday,Chợ Bình Tây,Bảo tàng Quận 5,Đường Cái Vạn,Cloudy,1,5,5.61
2025-02-28,07:11:28,Friday,Trường Trung học Chợ Lớn,Đền Vua,Đường 3/2,Rainy,2,33,5.57
2025-02-24,18:05:28,Monday,Trung tâm Y tế Quận 5,Ngã tư Lê Văn Sỹ,Đường Nguyễn Văn Linh,Stormy,1,24,4.24
2025-03-15,16:21:28,Saturday,Bệnh viện Quận 5,Đền Vua,Đường Cái Vạn,Cloudy,3,40,6.74
2025-03-19,19:43:28,Wednesday,Sân vận động Quận 5,Bưu điện Chợ Lớn,Đường Lý Thường Kiệt,Sunny,0,2,5.73
2025-03-25,13:35:28,Tuesday,Trung tâm Văn hóa Dân gian,Trạm xe buýt Quận 5,Đường Pasteur,Sunny,0,25,8.96
2025-03-08,21:34:28,Saturday,Bưu điện Chợ Lớn,Bảo tàng Quận 5,Đường Nguyễn Văn Quá,Cloudy,1,17,6.51
2025-02-24,20:57:28,Monday,Bảo tàng Quận 5,Trung tâm Văn hóa Dân gian,Đường Nguyễn Văn Quá,Sunny,2,42,3.32
2025-03-01,14:07:28,Saturday,Bưu điện Chợ Lớn,Công viên District 5,Đường Tô Hiệu,Cloudy,2,50,2.6
2025-03-03,20:45:28,Monday,Trung tâm Văn hóa Chợ Lớn,Trung tâm Thương Mại Chợ Lớn,Đường Nguyễn Văn Quá,Cloudy,1,6,2.65
2025-03-04,18:12:28,Tuesday,Bệnh viện Quận 5,Trạm xe buýt Quận 5,Đường Nguyễn Văn Quá,Sunny,1,26,6.02
2025-03-20,22:02:28,Thursday,Đền Vua,Bảo tàng Quận 5,Đường Trần Hưng Đạo,Rainy,0,20,5.99
2025-03-20,11:04:28,Thursday,Trường Tiểu học Chợ Lớn,Công viên District 5,Đường Pasteur,Cloudy,1,7,4.36
2025-03-10,01:06:28,Monday,Đền Bà Thiên Hậu,Chợ Bình Tây,Đường Cách Mạng Tháng Tám,Sunny,0,50,5.4
2025-03-21,17:54:28,Friday,Đền Vua,Sân vận động Quận 5,Đường Pasteur,Rainy,0,44,5.42
2025-03-06,21:45:28,Thursday,Công viên District 5,Bưu điện Chợ Lớn,Đường Bạch Đằng,Sunny,1,17,7.34
2025-03-07,17:31:28,Friday,Công viên District 5,Chợ Bình Tây,Đường Tô Hiệu,Rainy,3,60,2.58
2025-03-10,19:57:28,Monday,Trường Tiểu học Chợ Lớn,Nhà thờ Chợ Lớn,Đường Trường Chinh,Rainy,1,20,1.21
2025-03-03,03:35:28,Monday,Bệnh viện Quận 5,Ngã tư Lê Văn Sỹ,Đường Pasteur,Sunny,1,27,5.2
2025-02-24,20:53:28,Monday,Trung tâm Văn hóa Dân gian,Trường Trung học Chợ Lớn,Đường 3/2,Cloudy,2,31,1.28
2025-03-12,21:04:28,Wednesday,Bảo tàng Quận 5,Trạm xe buýt Quận 5,Đường Cái Vạn,Cloudy,0,69,2.44
2025-03-17,15:44:28,Monday,Ngã tư Lê Văn Sỹ,Trung tâm Thương Mại Chợ Lớn,Đường Cái Vạn,Sunny,1,22,7.55
2025-03-21,02:50:28,Friday,Chợ Bình Tây,Chợ Bình Đông,Đường Cái Vạn,Rainy,1,8,4.91
2025-03-01,04:18:28,Saturday,Siêu thị Big C District 5,Trường Trung học Chợ Lớn,Đường Lý Thường Kiệt,Rainy,1,40,5.17
2025-03-11,12:21:28,Tuesday,Trung tâm Thương Mại Chợ Lớn,Trường Trung học Chợ Lớn,Đường 3/2,Cloudy,0,23,4.17
2025-03-02,06:25:28,Sunday,Ngã tư Lê Văn Sỹ,Bưu điện Chợ Lớn,Đường Lý Thường Kiệt,Cloudy,2,46,3.26
2025-03-09,15:00:28,Sunday,Bảo tàng Quận 5,Trạm xe buýt Quận 5,Đường Lê Văn Sỹ,Cloudy,0,10,3.22
2025-03-09,14:55:28,Sunday,Trung tâm Văn hóa Chợ Lớn,Trạm xe buýt Quận 5,Đường Cái Vạn,Sunny,1,28,6.3
2025-03-25,17:17:28,Tuesday,Ngã tư Lê Văn Sỹ,Trạm xe buýt Quận 5,Đường Lý Thường Kiệt,Cloudy,1,34,7.89
2025-02-25,13:11:28,Tuesday,Trung tâm Y tế Quận 5,Trung tâm Thương Mại Chợ Lớn,Đường Trường Chinh,Sunny,0,42,4.64
2025-03-21,23:22:28,Friday,Chợ Bình Tây,Trung tâm Thương Mại Chợ Lớn,Đường Lý Tự Trọng,Cloudy,1,29,4.25
2025-03-01,18:35:28,Saturday,Trung tâm Văn hóa Chợ Lớn,Bưu điện Chợ Lớn,Đường Lê Lợi,Rainy,1,14,7.5
2025-03-24,18:21:28,Monday,Sân vận động Quận 5,Đền Vua,Đường Lý Thường Kiệt,Rainy,0,11,1.79
2025-03-07,10:11:28,Friday,Trung tâm Y tế Quận 5,Siêu thị Big C District 5,Đường Pasteur,Sunny,2,8,5.37
2025-03-11,15:05:28,Tuesday,Trạm xe buýt Quận 5,Nhà thờ Chợ Lớn,Đường Trần Hưng Đạo,Rainy,1,40,5.88
2025-03-13,10:56:28,Thursday,Cửa hàng Điện máy X,Trường Trung học Chợ Lớn,Đường Bạch Đằng,Cloudy,0,27,4.98
2025-03-21,07:31:28,Friday,Đền Vua,Bệnh viện Quận 5,Đường Pasteur,Rainy,2,23,3.95
2025-02-24,13:15:28,Monday,Trung tâm Văn hóa Dân gian,Siêu thị Big C District 5,Đường Lê Văn Sỹ,Cloudy,0,11,3.31
2025-02-26,17:52:28,Wednesday,Trường Trung học Chợ Lớn,Công viên District 5,Đường Lý Thường Kiệt,Sunny,0,31,3.87
2025-03-24,04:20:28,Monday,Trạm xe buýt Quận 5,Trung tâm Văn hóa Dân gian,Đường Cái Vạn,Sunny,2,17,4.84
2025-02-26,17:28:28,Wednesday,Trung tâm Y tế Quận 5,Nhà thờ Chợ Lớn,Đường Lê Văn Sỹ,Sunny,1,46,4.65
2025-03-07,03:36:28,Friday,Sân vận động Quận 5,Đền Vua,Đường Trần Hưng Đạo,Sunny,0,54,4.37
2025-02-26,11:45:28,Wednesday,Chợ Bình Đông,Trung tâm Y tế Quận 5,Đường Trần Hưng Đạo,Sunny,2,66,5.21
2025-03-15,09:08:28,Saturday,Chợ Bình Đông,Trung tâm Thương Mại Chợ Lớn,Đường Lê Văn Sỹ,Cloudy,0,10,6.27
2025-02-27,16:01:28,Thursday,Trường Trung học Chợ Lớn,Cửa hàng Điện máy X,Đường Lý Thường Kiệt,Cloudy,3,10,5.78
2025-03-02,21:27:28,Sunday,Công viên District 5,Trung tâm Thương Mại Chợ Lớn,Đường Nguyễn Văn Linh,Sunny,3,9,7.53
2025-03-09,06:45:28,Sunday,Trường Tiểu học Chợ Lớn,Bảo tàng Quận 5,Đường Bạch Đằng,Sunny,1,62,3.39
2025-03-24,10:56:28,Monday,Bệnh viện Quận 5,Siêu thị Big C District 5,Đường Tô Hiệu,Sunny,1,35,4.18
2025-03-08,18:44:28,Saturday,Trường Trung học Chợ Lớn,Sân vận động Quận 5,Đường Trường Chinh,Rainy,1,36,5.84
2025-03-04,17:31:28,Tuesday,Nhà thờ Chợ Lớn,Chợ Bình Tây,Đường Đồng Khởi,Sunny,0,54,5.39
2025-03-04,21:42:28,Tuesday,Trung tâm Thương Mại Chợ Lớn,Trung tâm Văn hóa Chợ Lớn,Đường Lý Thường Kiệt,Sunny,3,28,6.18
2025-03-06,04:44:28,Thursday,Trường Trung học Chợ Lớn,Ngã tư Lê Văn Sỹ,Đường Cái Vạn,Cloudy,1,20,1.36
2025-03-08,23:42:28,Saturday,Chợ Bình Đông,Sân vận động Quận 5,Đường Bạch Đằng,Sunny,0,21,2.33
2025-03-01,13:20:28,Saturday,Nhà thờ Chợ Lớn,Trung tâm Thương Mại Chợ Lớn,Đường Tô Hiệu,Sunny,1,60,0.93
2025-03-01,10:30:28,Saturday,Nhà thờ Chợ Lớn,Trạm xe buýt Quận 5,Đường Trần Hưng Đạo,Sunny,0,60,6.24
2025-03-09,08:19:28,Sunday,Cửa hàng Điện máy X,Chợ Bình Tây,Đường Lê Văn Sỹ,Sunny,0,40,4.77
2025-03-19,05:33:28,Wednesday,Cửa hàng Điện máy X,Trung tâm Y tế Quận 5,Đường Cái Vạn,Sunny,1,41,0.5
2025-03-04,00:15:28,Tuesday,Công viên District 5,Sân vận động Quận 5,Đường Cái Vạn,Sunny,1,40,6.54
2025-03-06,05:04:28,Thursday,Trung tâm Thương Mại Chợ Lớn,Trung tâm Văn hóa Chợ Lớn,Đường Pasteur,Cloudy,1,38,4.31
2025-03-23,19:39:28,Sunday,Trường Trung học Chợ Lớn,Công viên District 5,Đường Nguyễn Văn Quá,Rainy,2,13,1.53
2025-02-28,06:43:28,Friday,Nhà thờ Chợ Lớn,Trạm xe buýt Quận 5,Đường Lý Thường Kiệt,Rainy,0,26,1.7
2025-03-20,10:22:28,Thursday,Trung tâm Y tế Quận 5,Trung tâm Thương Mại Chợ Lớn,Đường Cái Vạn,Sunny,1,30,5.88
2025-03-02,21:15:28,Sunday,Siêu thị Big C District 5,Trung tâm Văn hóa Dân gian,Đường Lê Văn Sỹ,Sunny,0,17,7.2
2025-03-24,14:43:28,Monday,Siêu thị Big C District 5,Chợ Bình Đông,Đường Lý Tự Trọng,Sunny,1,27,4.48
2025-03-18,14:41:28,Tuesday,Trường Trung học Chợ Lớn,Bệnh viện Quận 5,Đường Pasteur,Sunny,1,23,5.94
2025-03-02,11:38:28,Sunday,Chợ Bình Tây,Trường Trung học Chợ Lớn,Đường 3/2,Sunny,1,23,4.9
2025-03-21,04:04:28,Friday,Bệnh viện Quận 5,Bưu điện Chợ Lớn,Đường Trần Hưng Đạo,Cloudy,0,2,2.39
2025-03-23,09:20:28,Sunday,Bệnh viện Quận 5,Trung tâm Y tế Quận 5,Đường Lê Văn Sỹ,Cloudy,1,2,4.93
2025-03-18,03:11:28,Tuesday,Chợ Bình Tây,Trung tâm Y tế Quận 5,Đường Lê Lợi,Stormy,0,45,3.91
2025-03-12,16:14:28,Wednesday,Đền Bà Thiên Hậu,Trường Tiểu học Chợ Lớn,Đường 3/2,Rainy,0,13,7.56
2025-03-23,05:00:28,Sunday,Bệnh viện Quận 5,Ngã tư Lê Văn Sỹ,Đường Cái Vạn,Sunny,2,19,5.34
2025-03-12,19:53:28,Wednesday,Chợ Bình Tây,Bệnh viện Quận 5,Đường Nguyễn Văn Quá,Sunny,0,22,2.35
2025-02-28,20:32:28,Friday,Cửa hàng Điện máy X,Đền Bà Thiên Hậu,Đường 3/2,Cloudy,0,24,3.74
2025-03-25,18:50:28,Tuesday,Trung tâm Thương Mại Chợ Lớn,Trường Tiểu học Chợ Lớn,Đường Trần Hưng Đạo,Cloudy,1,11,4.87
2025-03-18,19:05:28,Tuesday,Siêu thị Big C District 5,Bảo tàng Quận 5,Đường 3/2,Cloudy,1,12,6.99
2025-02-24,14:47:28,Monday,Đền Bà Thiên Hậu,Chợ Bình Tây,Đường Nguyễn Văn Quá,Cloudy,0,38,3.68
2025-03-26,00:21:28,Wednesday,Nhà thờ Chợ Lớn,Trung tâm Văn hóa Dân gian,Đường 3/2,Sunny,1,46,6.66
2025-03-04,21:44:28,Tuesday,Nhà thờ Chợ Lớn,Trung tâm Y tế Quận 5,Đường Bạch Đằng,Cloudy,0,8,4.24
2025-03-09,07:12:28,Sunday,Bảo tàng Quận 5,Chợ Bình Đông,Đường Đồng Khởi,Cloudy,0,67,4.54
2025-03-12,15:05:28,Wednesday,Siêu thị Big C District 5,Trường Trung học Chợ Lớn,Đường Cái Vạn,Cloudy,2,15,3.74
2025-03-22,21:21:28,Saturday,Siêu thị Big C District 5,Trung tâm Văn hóa Chợ Lớn,Đường Lê Lợi,Sunny,2,20,2.37
2025-03-12,04:24:28,Wednesday,Trường Tiểu học Chợ Lớn,Trung tâm Văn hóa Chợ Lớn,Đường Bạch Đằng,Sunny,1,22,2.55
2025-03-14,01:07:28,Friday,Sân vận động Quận 5,Trạm xe buýt Quận 5,Đường Trường Chinh,Sunny,1,47,2.07
2025-03-11,14:37:28,Tuesday,Trung tâm Y tế Quận 5,Trường Trung học Chợ Lớn,Đường Lý Tự Trọng,Cloudy,0,10,4.58
2025-03-07,16:12:28,Friday,Sân vận động Quận 5,Chợ Bình Tây,Đường Trường Chinh,Cloudy,1,17,1.87
2025-03-24,12:12:28,Monday,Trường Trung học Chợ Lớn,Công viên District 5,Đường Lê Lợi,Cloudy,0,27,6.05
2025-03-01,06:34:28,Saturday,Chợ Bình Đông,Sân vận động Quận 5,Đường Lý Tự Trọng,Sunny,0,15,5.13
2025-03-15,16:04:28,Saturday,Trung tâm Văn hóa Dân gian,Nhà thờ Chợ Lớn,Đường Cái Vạn,Sunny,0,25,5.74
2025-03-26,12:09:28,Wednesday,Bảo tàng Quận 5,Trung tâm Văn hóa Dân gian,Đường 3/2,Sunny,3,24,4.76
2025-03-22,17:07:28,Saturday,Bệnh viện Quận 5,Trạm xe buýt Quận 5,Đường 3/2,Rainy,1,9,2.43
2025-03-26,00:19:28,Wednesday,Nhà thờ Chợ Lớn,Bảo tàng Quận 5,Đường Đồng Khởi,Sunny,0,35,5.4
2025-02-27,21:33:28,Thursday,Siêu thị Big C District 5,Đền Bà Thiên Hậu,Đường Nguyễn Văn Quá,Sunny,3,24,2.77
2025-02-27,16:10:28,Thursday,Bưu điện Chợ Lớn,Trung tâm Y tế Quận 5,Đường Lý Tự Trọng,Cloudy,0,36,5.3
2025-03-16,15:05:28,Sunday,Chợ Bình Tây,Trung tâm Y tế Quận 5,Đường Nguyễn Văn Linh,Rainy,0,38,6.71
2025-03-25,07:30:28,Tuesday,Trung tâm Văn hóa Dân gian,Trường Tiểu học Chợ Lớn,Đường Trần Hưng Đạo,Sunny,2,17,4.73
2025-03-03,09:38:28,Monday,Trường Tiểu học Chợ Lớn,Bảo tàng Quận 5,Đường 3/2,Cloudy,0,44,5.16
2025-03-23,04:21:28,Sunday,Trung tâm Văn hóa Chợ Lớn,Chợ Bình Đông,Đường Tô Hiệu,Sunny,2,24,5.79
2025-03-25,10:57:28,Tuesday,Ngã tư Lê Văn Sỹ,Trường Trung học Chợ Lớn,Đường Nguyễn Văn Linh,Cloudy,2,36,3.63
2025-03-15,08:49:28,Saturday,Trung tâm Thương Mại Chợ Lớn,Bảo tàng Quận 5,Đường 3/2,Sunny,1,11,3.57
2025-03-03,10:48:28,Monday,Siêu thị Big C District 5,Trường Trung học Chợ Lớn,Đường Lê Lợi,Sunny,1,37,6.34
2025-02-25,20:07:28,Tuesday,Trung tâm Thương Mại Chợ Lớn,Sân vận động Quận 5,Đường Tô Hiệu,Sunny,2,39,5.03
2025-03-07,16:51:28,Friday,Cửa hàng Điện máy X,Trạm xe buýt Quận 5,Đường Pasteur,Rainy,2,18,6.38
2025-03-03,06:44:28,Monday,Trung tâm Thương Mại Chợ Lớn,Chợ Bình Đông,Đường Lê Lợi,Sunny,3,30,7.76
2025-03-16,10:14:28,Sunday,Công viên District 5,Siêu thị Big C District 5,Đường Nguyễn Văn Linh,Cloudy,0,16,1.89
2025-03-13,19:42:28,Thursday,Trung tâm Y tế Quận 5,Siêu thị Big C District 5,Đường Lê Lợi,Sunny,0,24,3.97
2025-03-18,07:27:28,Tuesday,Trạm xe buýt Quận 5,Đền Vua,Đường 3/2,Sunny,0,8,6.54
2025-03-21,17:22:28,Friday,Trường Tiểu học Chợ Lớn,Bảo tàng Quận 5,Đường Lê Văn Sỹ,Sunny,1,22,6.12
